"","muni","county","year","area","pop","whitepct","blackpct","aapipct","otherpct","hispanicpct","households","medinc","povpct","lmi","dcamri","dcamrirank","ciprops","totunits","occunits","occpct","ownoct","rentoct","less75own","builtpost2010","built2000_2009","built1990_1999","built1980_1989","built1970_1979","built1960_1969","built1950_1959","built1940_1949","built_pre1939","singledetatched","singleattatched","duplex","triquadplex","units5_9","units10_19","units20more","mobile","boatrv","gas","elec","bottled_tank","fueloil","wood","otherfuels","workers","automobile","transit","taxi","moto","bike","walk","othertransport","workedhome","elecutil","reselec","commelec","induselec","streetelec","totelec","gasutil","resgas","commgas","indusgas","streetgas","totgas","reselecghg","commelecghg","induselecghg","streetelecghg","resgasghg","commgasghg","indusgasghg","streetgasghg","otherheatghg","vehiclesghg","totghg","mpo","lhtruck","shtruck","icbus","lightcommtruck","motorhome","motorcycles","passcars","passtrucks","refusetrucks","schoolbus","sulhtruck","sushtruck","transbus","totvmt","totpass","evs","pctev","commsolar","ressolar","othersolar","totsolar","kwsolar","units4less","totalproj","lifetimerate","commparcels","totalcommproj","lifetimecommrate"
"449","seaside heights borough","Ocean",2020,0.7,2917,0.74,0.03,0.04,0.19,0.25,1285,NA,0.3,1,72,13,155,2972,1285,0.43,0.33,0.67,1,28,127,11,547,307,483,531,346,592,1417,50,449,329,532,40,155,0,0,0.72,0.24,0.02,0.02,0,0,1040,0.76,0.02,0.08,0,0,0.03,0.11,0,"MEU/JCPL",146501,18373,0,2,164876,"NJNG",813886,344679,0,0,1158565,33,4,0,0,4335,1836,0,0,219,0,6427,"NJTPA","NDA","NDA","NDA","NDA","NDA","NDA","NDA","NDA","NDA","NDA","NDA","NDA","NDA","NDA",1432,"8","0.0056",NA,35,0,35,234.95,2257,23,0.01,157,5,"0.03"
"450","seaside park borough","Ocean",2020,1.1,1752,0.98,0,0,0.01,0.01,945,70859,0.09,0,24,312,49,2645,945,0.36,0.73,0.27,1,211,180,87,407,205,222,460,305,568,1731,73,294,237,159,92,30,29,0,0.86,0.12,0.01,0.01,0,0,679,0.86,0.03,0,0,0,0.02,0,0.09,"JCPL",14681793,5441396,6398,199176,20328763,"NJNG",1022601,132884,0,0,1155485,3278,1215,1,44,5447,708,0,0,71,4551,15316,"NJTPA","560649.00","139900.00","33132.00","325581.00","11950.00","63593.00","6162379.00","1063314.00","18872.00","41939.00","74033.00","181252.00","25660.00","8702254.00",1563,"11","0.007",NA,72,2,74,457.03,2337,17,0.01,49,8,"0.16"
"451","secaucus town","Hudson",2020,6.6,20667,0.59,0.05,0.29,0.08,0.2,7672,125142,0.06,0,20,382,422,8120,7672,0.95,0.57,0.43,0,1209,1086,261,811,1297,904,999,297,1256,2498,639,1230,687,251,293,2459,63,0,0.68,0.25,0.02,0.04,0,0.01,10265,0.56,0.26,0,0,0,0.03,0.01,0.13,"PSEG",57984167,714319278,9850517,2131699,784285661,"PSEG",4468146,11598265,398381,0,16464792,12948,159508,2200,476,23798,61774,2122,0,2111,208583,473520,"NJTPA","22212454.00","5542723.00","1312653.00","12899244.00","473437.00","2519510.00","244148622.00","42127675.00","747687.00","1661604.00","2933142.00","7181069.00","1016632.00","344776452.00",11820,"107","0.0091",67,168,8,243,33019.45,5088,146,0.03,417,51,"0.12"
"452","shamong township","Burlington",2020,45,6385,0.89,0.01,0.04,0.06,0.03,2173,113817,0.03,0,19,395,53,2173,2173,1,0.94,0.06,0,0,86,338,514,876,45,125,33,156,1972,18,0,0,0,0,16,167,0,0.67,0.04,0.04,0.24,0.01,0,3019,0.92,0.01,0,0,0,0,0,0.06,"ACE",30340001,4742268,152536,37259,35272064,"SJG",1356567,419869,0,0,1776436,6775,1059,34,8,7225,2236,0,0,4709,21676,43723,"DVRPC","909116.00","381060.00","256876.00","1942329.00","89062.00","377989.00","15922809.00","19601671.00","146426.00","282133.00","622361.00","963971.00","116022.00","41611825.00",4859,"21","0.0043",5,105,2,112,1551.89,1930,188,0.1,54,0,"0"
"453","shiloh borough","Cumberland",2020,1.2,368,0.82,0.01,0.05,0.12,0.03,135,59931,0.11,1,43,79,12,149,135,0.91,0.71,0.29,0,0,7,13,9,17,23,9,0,71,117,0,23,0,0,0,7,2,0,0.43,0.04,0.01,0.46,0.04,0.01,175,0.98,0.02,0,0,0,0,0,0,"ACE",2157672,636356,0,21155,2815183,"SJG",51395,7961,0,0,59356,482,142,0,5,274,42,0,0,627,9411,10983,"SJTPO","247000.00","224954.00","343700.00","1046004.00","9019.00","205669.00","6754253.00","8162906.00","17135.00","198071.00","244989.00","532282.00","80391.00","18066363.00",271,"1","0.0037",NA,NA,NA,NA,NA,170,29,0.17,13,1,"0.08"
"454","ship bottom borough","Ocean",2020,1,1074,1,0,0,0,0.02,508,81250,0.04,0,20,390,139,2153,508,0.24,0.89,0.11,1,188,315,154,184,209,359,301,192,251,1762,33,164,77,42,27,48,0,0,0.83,0.15,0,0.01,0.01,0,439,0.9,0.03,0,0,0,0.02,0,0.05,"ACE",13191567,7915116,7114,321054,21434851,"NJNG",645499,9296,0,0,654795,2946,1767,2,72,3438,50,0,0,207,8504,16985,"NJTPA","1536445.00","383393.00","90797.00","892246.00","32748.00","174276.00","16887869.00","2913990.00","51718.00","114934.00","202886.00","496717.00","70321.00","23848340.00",888,"8","0.009",NA,64,3,67,412.05,1976,11,0.01,139,4,"0.03"
"455","shrewsbury borough","Monmouth",2020,2.2,4082,0.93,0,0.04,0.02,0.02,1374,142870,0.01,0,11,533,168,1382,1374,0.99,0.92,0.08,0,149,44,66,179,28,68,467,96,285,1306,58,0,0,11,0,7,0,0,0.91,0.02,0.01,0.07,0,0,1760,0.79,0.06,0,0,0,0,0,0.15,"JCPL",16836580,27365639,1090457,169428,45462104,"NJNG",1490275,865247,0,0,2355522,3760,6111,243,38,7937,4608,0,0,523,42554,65774,"NJTPA","4471460.00","1115773.00","264243.00","2596672.00","95305.00","507188.00","49148143.00","8480478.00","150513.00","334488.00","590454.00","1445579.00","204652.00","69404948.00",2800,"23","0.0082",14,44,2,60,1263.1,1419,39,0.03,171,14,"0.08"
"456","shrewsbury township","Monmouth",2020,0.1,1309,0.47,0.23,0.1,0.2,0.06,551,80240,0.06,0,33,178,0,573,551,0.96,0.65,0.35,0,0,11,12,81,37,139,76,172,45,36,326,11,48,98,37,10,7,0,0.77,0.13,0.03,0.05,0,0.02,905,0.85,0.06,0,0,0,0.02,0.05,0.02,"JCPL",1418807,5000513,0,7632,6426952,"NJNG",161396,104705,0,0,266101,317,1117,0,2,860,558,0,0,221,7458,10531,"NJTPA","894111.00","223109.00","52838.00","519229.00","19057.00","101417.00","9827633.00","1695751.00","30096.00","66884.00","118067.00","289057.00","40922.00","13878171.00",942,"6","0.0064",1,NA,0,1,293.76,351,14,0.04,0,1,NA
"457","somerdale borough","Camden",2020,1.4,5479,0.59,0.29,0.03,0.1,0.11,2171,73498,0.09,0,35,149,143,2314,2171,0.94,0.75,0.25,0,173,41,108,161,370,487,719,119,136,1595,171,20,94,82,144,202,6,0,0.83,0.11,0.01,0.03,0,0.02,2901,0.84,0.1,0,0,0,0.02,0,0.04,"PSEG/ACE",17008580,13625020,139755,306276,31079631,"SJG",1444644,2406926,12956,0,3864527,3798,3042,31,68,7694,12820,69,0,442,20450,48416,"DVRPC","857681.00","359501.00","242343.00","1832439.00","84023.00","356604.00","15021953.00","18492678.00","138141.00","266170.00","587150.00","909433.00","109458.00","39257575.00",3798,"13","0.0034",6,240,3,249,4559.29,1884,165,0.09,146,12,"0.08"
"458","somers point city","Atlantic",2020,5,10250,0.73,0.14,0.06,0.07,0.13,4343,63150,0.11,1,44,75,275,5535,4343,0.79,0.57,0.43,0,23,229,221,692,1432,1251,849,306,532,3098,282,269,211,210,973,489,3,0,0.82,0.13,0.02,0.02,0,0.02,5101,0.89,0.01,0,0,0.01,0.04,0,0.05,"ACE",33268266,51652371,200132,390327,85511096,"SJG",2139461,6768782,552,0,8908795,7429,11534,45,87,11395,36052,3,0,761,50558,117863,"SJTPO","2146027.00","1057849.00","677316.00","5771497.00","27969.00","752988.00","39204160.00","43083536.00","80173.00","326063.00","1250769.00","2374334.00","302322.00","97055012.00",6648,"14","0.0021",9,301,2,312,3353.7,3811,1057,0.28,270,28,"0.1"
"459","somerville borough","Somerset",2020,2.3,12139,0.66,0.13,0.12,0.09,0.22,4722,86842,0.06,0,34,158,402,5242,4722,0.9,0.45,0.55,0,107,41,130,338,468,1056,1210,647,1245,2233,271,697,474,350,218,990,9,0,0.73,0.19,0,0.06,0,0.02,6386,0.85,0.02,0.01,0,0,0.05,0.01,0.06,"PSEG",33595776,64270992,4740760,1143580,103751108,"PSEG",2751235,3557544,53067,0,6361846,7502,14352,1059,255,14653,18948,283,0,1615,97024,155691,"NJTPA","12653064.00","3157348.00","747738.00","7347904.00","269687.00","1435209.00","139076403.00","23997537.00","425911.00","946513.00","1670830.00","4090612.00","579112.00","196397868.00",7267,"63","0.0087",9,130,7,146,2997.75,3896,180,0.05,398,24,"0.06"
"460","south amboy city","Middlesex",2020,2,8868,0.74,0.1,0.03,0.14,0.23,3584,81742,0.05,0,30,204,157,3807,3584,0.94,0.53,0.47,0,207,349,206,39,158,398,610,392,1448,1794,426,539,426,343,0,279,0,0,0.78,0.13,0.03,0.05,0,0,4904,0.86,0.07,0,0,0.01,0.02,0,0.05,"JCPL",35751401,23845937,843544,496551,60937433,"PSEG",2587518,677743,116033,0,3381295,7983,5325,188,111,13781,3610,618,0,2348,29786,63751,"NJTPA","3549508.00","885716.00","209759.00","2061274.00","75654.00","402613.00","39014479.00","6731921.00","119479.00","265521.00","468711.00","1147521.00","162455.00","55094611.00",5605,"23","0.0041",3,372,0,375,2739.01,3095,157,0.05,153,24,"0.16"
"461","south bound brook borough","Somerset",2020,0.7,4541,0.58,0.15,0.1,0.17,0.32,1646,86667,0.04,0,29,217,40,1806,1646,0.91,0.58,0.42,0,121,181,67,187,135,362,254,145,354,952,165,294,106,116,52,121,0,0,0.78,0.14,0.04,0.03,0,0.01,2413,0.89,0.04,0,0,0,0,0.02,0.05,"PSEG",13656303,4258093,22191,319081,18255668,"PSEG",1051524,192119,2078,0,1245721,3049,951,5,71,5601,1023,11,0,551,12960,24222,"NJTPA","1594868.00","397971.00","94249.00","926174.00","33993.00","180902.00","17530025.00","3024794.00","53684.00","119304.00","210601.00","515605.00","72995.00","24755165.00",2891,"19","0.0066",NA,96,0,96,622,1542,59,0.04,42,8,"0.19"
"462","south brunswick township","Middlesex",2020,41,45517,0.39,0.08,0.47,0.07,0.07,15981,124070,0.03,0,17,436,562,16727,15981,0.96,0.78,0.22,0,1101,1585,4623,4361,1908,1361,1062,321,405,9029,3329,256,412,1006,1484,851,360,0,0.87,0.1,0.01,0.02,0,0,23596,0.75,0.1,0,0,0,0.01,0.02,0.13,"PSEG/JCPL",133067479,365978595,75363724,2921481,577331279,"PSEG",13119957,14073941,2866627,0,30060526,29714,81723,16829,652,69879,74960,15268,0,4503,244681,538209,"NJTPA","31632327.00","7893285.00","1869326.00","18369567.00","674211.00","3587985.00","347687342.00","59993211.00","1064768.00","2366257.00","4177029.00","10226423.00","1447765.00","490989496.00",29797,"512","0.0172",47,789,16,852,58881.31,13095,850,0.06,582,52,"0.09"
"463","south hackensack township","Bergen",2020,0.7,2670,0.77,0.01,0.02,0.21,0.58,844,85625,0.07,0,34,154,222,903,844,0.94,0.48,0.52,0,0,12,94,53,172,200,176,87,109,360,51,427,26,0,35,4,0,0,0.89,0.06,0.01,0.04,0,0.01,1509,0.89,0.05,0,0,0,0.02,0.02,0.01,"PSEG",6155223,38033164,15409772,226989,59825148,"PSEG",646820,1406043,739932,0,2792795,1374,8493,3441,51,3445,7489,3941,0,187,0,28421,"NJTPA","NDA","NDA","NDA","NDA","NDA","NDA","NDA","NDA","NDA","NDA","NDA","NDA","NDA","NDA",1424,"6","0.0042",11,25,0,36,2153.09,809,25,0.03,220,35,"0.16"
"464","south harrison township","Gloucester",2020,16,3143,0.97,0.01,0.01,0.01,0.06,999,127612,0.07,0,23,333,24,1088,999,0.92,0.94,0.06,0,81,269,214,212,73,145,25,6,63,1046,0,0,17,0,0,0,25,0,0.57,0.1,0.11,0.19,0.01,0.02,1478,0.85,0.01,0,0,0.01,0.01,0,0.12,"ACE",2710906,1247464,0,41664,4000034,"SJG",163287,27326,0,0,190613,605,279,0,9,870,146,0,0,2056,13016,16980,"DVRPC","545892.00","228813.00","154245.00","1166300.00","53478.00","226969.00","9561088.00","11770116.00","87923.00","169411.00","373706.00","578831.00","69667.00","24986440.00",2215,"17","0.0077",NA,32,1,33,475.17,1037,56,0.05,26,2,"0.08"
"465","south orange village township","Essex",2020,2.8,16634,0.65,0.25,0.05,0.06,0.07,5172,150817,0.08,0,19,396,182,5571,5172,0.93,0.69,0.31,0,481,242,151,304,208,673,625,387,2500,3397,197,310,127,53,206,1281,0,0,0.78,0.12,0.02,0.08,0,0.01,8464,0.49,0.29,0,0,0,0.06,0.02,0.14,"PSEG",56235943,50132639,2473403,1439925,110281910,"PSEG",6814228,2759987,15664,406994,9996872,12558,11195,552,322,36294,14700,83,0,2551,54335,132590,"NJTPA","6039500.00","1507050.00","356906.00","3507267.00","128726.00","685047.00","66383292.00","11454391.00","203293.00","451786.00","797513.00","1952512.00","276419.00","93743702.00",7968,"171","0.0215",4,154,0,158,1530.49,4062,242,0.06,174,25,"0.14"
"466","south plainfield borough","Middlesex",2020,8.3,23961,0.6,0.14,0.14,0.12,0.17,8198,108244,0.03,0,22,357,548,8464,8198,0.97,0.86,0.14,0,278,606,413,710,916,1701,2406,787,647,6720,425,420,65,183,257,394,0,0,0.86,0.07,0.01,0.05,0,0.01,12723,0.87,0.03,0,0,0,0.01,0,0.08,"PSEG",68510058,162688366,59550340,1839334,292588098,"PSEG",6307524,5951146,1309543,0,13568213,15298,36328,13298,411,33595,31697,6975,0,3254,185377,326232,"NJTPA","16738359.00","4176760.00","989161.00","9720320.00","356761.00","1898595.00","183979994.00","31745621.00","563426.00","1252114.00","2210290.00","5411346.00","766091.00","259808838.00",16529,"84","0.0051",40,459,2,501,18756.86,7505,360,0.05,553,44,"0.08"
"467","south river borough","Middlesex",2020,2.9,15874,0.81,0.07,0.04,0.09,0.23,5905,77382,0.12,0,37,125,213,6207,5905,0.95,0.62,0.38,0,64,329,440,280,550,954,1688,708,1194,4143,100,722,368,156,298,408,12,0,0.9,0.04,0.03,0.02,0,0.01,7385,0.87,0.06,0.02,0,0,0.02,0.01,0.03,"MEU",0,0,0,0,0,"PSEG",4281189,1738273,30331,0,6049792,0,0,0,0,22802,9258,162,0,1282,55335,88839,"NJTPA","6189930.00","1544587.00","365797.00","3594624.00","131932.00","702111.00","68036738.00","11739691.00","208358.00","463038.00","817376.00","2001144.00","283304.00","96078630.00",9404,"33","0.0035",NA,36,1,37,387.04,5320,187,0.04,210,6,"0.03"
"468","south toms river borough","Ocean",2020,1.2,3676,0.61,0.23,0.01,0.15,0.3,1049,85271,0.14,0,43,80,57,1123,1049,0.93,0.75,0.25,0,41,99,0,18,78,604,226,16,41,1092,11,0,0,20,0,0,0,0,0.96,0.01,0.01,0.01,0,0,1618,0.95,0,0,0,0.01,0.01,0.01,0.02,"JCPL",9963011,5742326,1465844,96651,17267832,"NJNG",840913,161929,0,0,1002842,2225,1282,327,22,4479,862,0,2168,395,8381,20141,"NJTPA","1159680.00","289377.00","68532.00","673451.00","24717.00","131540.00","12746642.00","2199424.00","39036.00","86750.00","153135.00","374913.00","53077.00","18000274.00",2154,"3","0.0014",1,93,1,95,859.52,1100,221,0.2,58,2,"0.03"
"469","southampton township","Burlington",2020,44.4,10139,0.93,0.02,0.01,0.04,0.04,4422,66583,0.06,1,29,220,181,4741,4422,0.93,0.95,0.05,0,31,373,480,844,1691,495,344,52,431,4231,223,7,0,0,0,4,276,0,0.25,0.37,0.11,0.22,0.03,0.02,4268,0.89,0,0,0,0,0,0,0.1,"PSEG/JCPL",54641245,11449096,803189,805308,67698838,"PSEG/SJG",1012658,229549,0,0,1242207,12201,2557,179,180,5394,1223,0,0,14613,40153,76499,"DVRPC","1684023.00","705866.00","475831.00","3597921.00","164976.00","700178.00","29495012.00","36309644.00","271235.00","522615.00","1152846.00","1785636.00","214917.00","77080700.00",7800,"50","0.0064",18,655,5,678,9151.25,4585,411,0.09,189,8,"0.04"
"470","sparta township","Sussex",2020,38.8,18681,0.92,0.01,0.03,0.04,0.07,6628,137372,0.04,0,15,461,368,7320,6628,0.91,0.89,0.12,0,115,788,913,1378,1020,661,1078,457,910,6442,574,40,38,11,39,131,45,0,0.19,0.07,0.12,0.58,0.01,0.02,9619,0.83,0.03,0,0,0,0.01,0.01,0.13,"JCPL",91323986,51178144,1713853,249372,144465355,"ETG",2095472,1158501,0,0,3253972,20393,11428,383,56,11161,6170,0,0,27826,68149,145565,"NJTPA","10632713.00","2653205.00","628345.00","6174642.00","226626.00","1206045.00","116869678.00","20165781.00","357905.00","795381.00","1404044.00","3437452.00","486643.00","165038460.00",13629,"132","0.0097",15,136,6,157,8252.56,7157,136,0.02,365,36,"0.1"
"471","spotswood borough","Middlesex",2020,2.4,8255,0.84,0.04,0.07,0.05,0.12,3150,85703,0.05,0,28,241,61,3216,3150,0.98,0.79,0.21,0,29,121,289,416,373,697,827,252,212,2073,226,42,61,24,142,286,362,0,0.79,0.06,0.07,0.05,0,0.04,3884,0.86,0.03,0.01,0,0,0.01,0.01,0.09,"JCPL",27520110,13686810,40468510,426766,82102196,"PSEG",1977897,635150,2477875,0,5090923,6145,3056,9037,95,10535,3383,13198,0,1598,30481,77528,"NJTPA","3258916.00","813205.00","192587.00","1892522.00","69461.00","369652.00","35820440.00","6180792.00","109697.00","243783.00","430338.00","1053575.00","149156.00","50584124.00",5654,"25","0.0044",1,211,1,213,1822.53,2550,171,0.07,61,15,"0.25"
"472","spring lake borough","Monmouth",2020,1.5,2922,0.94,0,0.04,0.02,0,1393,86838,0.07,0,19,401,99,2181,1393,0.64,0.82,0.18,1,162,377,78,88,106,138,268,104,860,1902,44,57,8,0,0,170,0,0,0.92,0.06,0,0.02,0,0,930,0.65,0.13,0.01,0,0.02,0,0.02,0.17,"JCPL",25119839,10254459,0,273174,35647472,"NJNG",1872547,620960,0,0,2493507,5609,2290,0,61,9973,3307,0,0,127,8667,30035,"NJTPA","1034697.00","258190.00","61146.00","600871.00","22054.00","117363.00","11372895.00","1962385.00","34829.00","77401.00","136631.00","334507.00","47357.00","16060326.00",2412,"26","0.0108",7,112,0,119,823.81,2003,27,0.01,95,6,"0.06"
"473","spring lake heights borough","Monmouth",2020,1.3,4530,0.98,0,0.01,0,0.03,2191,90511,0.03,0,19,399,77,2452,2191,0.89,0.65,0.36,0,39,151,83,301,547,729,377,128,97,1139,569,68,181,164,171,160,0,0,0.77,0.17,0,0.05,0,0.01,2429,0.73,0.08,0.01,0,0.01,0.02,0.01,0.14,"JCPL",21225055,7295974,0,178107,28699136,"NJNG",1454877,539334,0,0,1994211,4740,1629,0,40,7749,2873,0,0,543,17771,35344,"NJTPA","2149507.00","536371.00","127026.00","1248264.00","45815.00","243814.00","23626350.00","4076710.00","72354.00","160794.00","283841.00","694915.00","98380.00","33364141.00",3240,"42","0.013",NA,9,1,10,336.49,1991,69,0.03,78,9,"0.12"
"474","springfield township (burlington)","Burlington",2020,29.6,3260,0.92,0.03,0.02,0.03,0.05,1210,121250,0.03,0,23,340,74,1304,1210,0.93,0.92,0.08,0,102,194,185,237,142,147,93,53,151,1266,19,5,5,5,4,0,0,0,0.19,0.09,0.21,0.45,0.05,0.02,1803,0.87,0.02,0,0,0,0.02,0.01,0.07,"PSEG/JCPL",16086748,8773967,363637,299940,25524292,"PSEG",276501,72644,0,0,349144,3592,1959,81,67,1473,387,0,0,7090,17009,31658,"DVRPC","713361.00","299009.00","201564.00","1524099.00","69885.00","296599.00","12494248.00","15380963.00","114897.00","221383.00","488352.00","756405.00","91040.00","32651805.00",2677,"11","0.0041",2,35,2,39,390.75,1215,25,0.02,75,2,"0.03"
"475","springfield township (union)","Union",2020,5.2,17432,0.7,0.11,0.12,0.07,0.15,6797,123212,0.05,0,17,425,299,6938,6797,0.98,0.61,0.39,0,377,588,509,596,419,1095,2027,658,669,3806,373,201,617,411,390,1140,0,0,0.83,0.12,0.01,0.03,0,0,9879,0.76,0.08,0,0,0,0.02,0.01,0.13,"PSEG/JCPL",53063956,69875493,7755880,502824,131198153,"PSEG",5083553,3268145,222029,0,8573726,11849,15603,1732,112,27076,17407,1183,0,2005,92904,169870,"NJTPA","10209648.00","2547637.00","603343.00","5928960.00","217608.00","1158058.00","112219547.00","19363405.00","343665.00","763734.00","1348178.00","3300679.00","467280.00","158471742.00",12027,"70","0.0058",6,111,1,118,2531.11,5107,110,0.02,296,34,"0.11"
"476","stafford township","Ocean",2020,54.7,27674,0.94,0,0.02,0.04,0.06,11107,88193,0.05,0,27,261,438,14540,11107,0.76,0.88,0.12,0,1315,2874,3087,2168,3031,1187,475,136,267,12841,533,120,105,107,262,185,387,0,0.83,0.11,0.01,0.02,0.02,0.01,13463,0.9,0.01,0,0,0,0.01,0.01,0.06,"ACE",118939627,94110736,189971,1651822,214892156,"NJNG",493581,71614,0,0,565195,26559,21015,42,369,2629,381,0,0,14757,85329,151082,"NJTPA","17345532.00","4328269.00","1025041.00","10072918.00","369703.00","1967465.00","190653747.00","32897171.00","583863.00","1297534.00","2290467.00","5607640.00","793880.00","269233230.00",20829,"90","0.0043",23,1382,25,1430,19258.84,13288,969,0.07,439,13,"0.03"
"477","stanhope borough","Sussex",2020,2.1,3327,0.87,0.04,0.01,0.07,0.1,1227,96489,0.01,0,24,304,60,1263,1227,0.97,0.8,0.2,0,30,74,64,102,375,200,133,89,196,777,183,44,101,45,88,25,0,0,0.05,0.1,0.05,0.78,0.01,0,1923,0.89,0.01,0,0,0,0.03,0.01,0.05,"JCPL",15633366,4645321,1487046,121620,21887353,"ETG",0,0,0,0,0,3491,1037,332,27,0,0,0,0,5831,11891,22609,"NJTPA","3731342.00","931090.00","220505.00","2166870.00","79530.00","423238.00","41013119.00","7076785.00","125600.00","279123.00","492722.00","1206306.00","170778.00","57917008.00",2409,"7","0.0029",NA,57,2,59,1060.98,1175,85,0.07,61,8,"0.13"
"478","stillwater township","Sussex",2020,28.2,3900,0.99,0,0,0.01,0.03,1511,100565,0.06,0,27,251,47,1748,1511,0.86,0.9,0.1,0,25,6,84,301,204,308,205,187,428,1568,58,42,0,27,0,0,53,0,0.03,0.09,0.13,0.61,0.11,0.04,1853,0.91,0.01,0,0,0,0,0,0.08,"JCPL",20188848,3192563,131342,0,23512753,"ETG",0,0,0,0,0,4508,713,29,0,0,0,0,0,15187,11419,31857,"NJTPA","1837516.00","458519.00","108589.00","1067085.00","39165.00","208425.00","20197094.00","3484994.00","61852.00","137456.00","242643.00","594051.00","84100.00","28521489.00",3216,"10","0.0031",NA,10,0,10,69.81,1599,29,0.02,48,5,"0.1"
"479","stockton borough","Hunterdon",2020,0.6,472,1,0,0,0,0.02,249,109583,0.05,0,21,367,22,269,249,0.93,0.71,0.29,0,0,19,4,13,27,50,35,18,103,200,16,25,8,20,0,0,0,0,0.69,0.14,0,0.1,0.03,0.04,262,0.81,0.02,0,0,0,0.01,0,0.16,"JCPL",2384066,1039797,131149,19656,3574668,"ETG",265695,66373,0,0,332068,532,232,29,4,1415,354,0,0,535,1310,4412,"NJTPA","369312.00","92155.00","21825.00","214467.00","7872.00","41890.00","4059296.00","700429.00","12431.00","27626.00","48767.00","119395.00","16903.00","5732368.00",474,"4","0.0084",3,84,2,89,928.94,290,14,0.05,20,2,"0.1"
"480","stone harbor borough","Cape May",2020,2.3,876,1,0,0,0,0.01,466,110625,0.05,0,14,495,195,3167,466,0.15,0.9,0.1,1,313,363,199,426,352,363,477,174,500,2197,616,198,39,15,43,59,0,0,0.75,0.19,0.03,0,0,0.03,312,0.69,0.01,0,0,0.09,0.06,0.01,0.15,"ACE",25208510,8508435,0,347447,34064392,"SJG",1321507,215295,0,0,1536802,5629,1900,0,78,7039,1147,0,0,61,3020,18873,"SJTPO","93317.00","56529.00","36509.00","364415.00","3357.00","62076.00","2028353.00","2807068.00","5918.00","14797.00","130992.00","179349.00","15492.00","5798172.00",749,"24","0.032",4,29,3,36,350.38,3052,16,0.01,196,11,"0.06"
"481","stow creek township","Cumberland",2020,18.9,1046,0.86,0.04,0,0.1,0.08,387,65313,0.11,1,34,157,15,468,387,0.83,0.86,0.14,0,7,49,66,43,82,53,42,12,114,448,10,0,0,0,0,0,10,0,0.02,0.06,0.1,0.72,0.06,0.02,465,0.91,0,0,0,0,0.01,0.01,0.07,"ACE",3351233,574889,0,0,3926122,"SJG",9566,3978,0,0,13544,748,128,0,0,51,21,0,0,3017,4266,8232,"SJTPO","111969.00","101976.00","155805.00","474172.00","4088.00","93234.00","3061825.00","3700393.00","7768.00","89789.00","111058.00","241293.00","36443.00","8189810.00",815,"2","0.0025",2,9,0,11,277.25,439,9,0.02,16,1,"0.06"
"482","stratford borough","Camden",2020,1.6,6968,0.79,0.1,0.05,0.05,0.09,2724,78309,0.11,0,32,182,102,2841,2724,0.96,0.76,0.24,0,0,7,21,211,282,1136,874,123,187,1951,208,53,68,54,198,309,0,0,0.8,0.12,0.03,0.04,0,0.01,3508,0.86,0.09,0,0,0,0.01,0,0.05,"ACE",21015297,25960832,2004889,81840,49062858,"SJG",1548455,1404316,0,0,2952771,4693,5797,448,18,8247,7480,0,0,1538,23877,52097,"DVRPC","1001403.00","419743.00","282952.00","2139500.00","98103.00","416360.00","17539183.00","21591498.00","161290.00","310773.00","685539.00","1061827.00","127800.00","45835970.00",4584,"9","0.002",2,169,1,172,1591.59,2271,172,0.08,102,5,"0.05"
"483","summit city","Union",2020,6,21913,0.76,0.06,0.08,0.1,0.12,7734,142845,0.05,0,13,517,357,8275,7734,0.94,0.71,0.29,0,183,270,180,445,482,736,2444,903,2632,5492,685,423,352,254,417,623,29,0,0.83,0.06,0.02,0.07,0,0.01,10149,0.61,0.23,0,0,0,0.06,0.01,0.09,"JCPL",83819643,140936886,41884409,543019,267183957,"PSEG",8811108,5265783,3962209,0,18039100,18717,31471,9353,121,46929,28046,21103,0,3692,123000,282433,"NJTPA","14308532.00","3570440.00","845569.00","8309269.00","304972.00","1622986.00","157272515.00","27137263.00","481635.00","1070350.00","1889434.00","4625808.00","654880.00","222093653.00",13912,"224","0.0161",NA,1,0,1,3.7,6767,589,0.09,358,48,"0.13"
"484","surf city borough","Ocean",2020,1.3,1260,0.99,0,0.01,0,0.01,621,94750,0.05,0,24,307,93,2548,621,0.24,0.86,0.14,1,179,292,197,260,255,467,539,199,160,2165,48,307,22,0,3,3,0,0,0.76,0.21,0.02,0,0,0.01,475,0.78,0.01,0,0,0.01,0.01,0.01,0.18,"ACE",16518220,5075561,0,109761,21703542,"NJNG",838910,111266,0,0,950176,3689,1133,0,25,4468,593,0,0,41,0,9948,"NJTPA","NDA","NDA","NDA","NDA","NDA","NDA","NDA","NDA","NDA","NDA","NDA","NDA","NDA","NDA",1094,"6","0.0055",3,35,0,38,254.23,2522,7,0,88,1,"0.01"
